system:index,ALAND,AWATER,COUNTYFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,MTFCC,NAME,NAMELSAD,STATEFP,TRACTCE,mean_LST_Celsius,.geo
00060000000000003283,512010,0,101,S,42101009200,+39.9601608,-075.2074723,G5020,92,Census Tract 92,42,009200,24.55069469209593,"{""type"":""Polygon"",""coordinates"":[[[-75.21401634080857,39.95864220581031],[-75.21301753869385,39.95851732804555],[-75.21134089365962,39.95831224859088],[-75.21103763365008,39.95827651702101],[-75.20959291125182,39.95809373046717],[-75.20941902012135,39.95807588288129],[-75.20812582674995,39.957915379686334],[-75.20694418909237,39.95776821343403],[-75.20607471674248,39.957661159074114],[-75.20503570651405,39.95753190157696],[-75.20414387423979,39.957420391081776],[-75.2034036745148,39.957331197932966],[-75.20195442933426,39.95714841305451],[-75.20182513991199,39.95782618915822],[-75.2018340441456,39.95787074914939],[-75.20197232682851,39.95917728285167],[-75.20201239583803,39.95950723419346],[-75.20210161612896,39.96040801133404],[-75.20219083636891,39.961201733329005],[-75.20223535742767,39.961643128519405],[-75.20229332382716,39.962222830293],[-75.20229777593067,39.96226742162418],[-75.20236028345077,39.96286051304392],[-75.20397888114898,39.962726719420104],[-75.20430886715624,39.96270000555593],[-75.20477704362439,39.96265982146415],[-75.20557974306912,39.96259297016737],[-75.20621735862143,39.96253946104571],[-75.20689067639229,39.962485911949635],[-75.20778249297189,39.96241015547156],[-75.20897756905873,39.96231200835512],[-75.2090577925093,39.962329874008745],[-75.20981586201314,39.96245470976093],[-75.21048916425501,39.96257066993974],[-75.21056057223026,39.96257067293027],[-75.21192951555923,39.96265987149504],[-75.21197848566707,39.9626598713007],[-75.2130620566637,39.96257509738577],[-75.21340101606928,39.96115264826776],[-75.21354365124897,39.96059078565555],[-75.21367301999757,39.96002895701775],[-75.21401634080857,39.95864220581031]]]}"
00060000000000003284,401596,0,101,S,42101009300,+39.9622890,-075.2240326,G5020,93,Census Tract 93,42,009300,34.40978227426029,"{""type"":""Polygon"",""coordinates"":[[[-75.22091901205671,39.95950278099759],[-75.2199825765818,39.959386833119744],[-75.21917549965691,39.95928875326825],[-75.21943859027775,39.960943086195456],[-75.2196927772406,39.962521609802785],[-75.21976854357203,39.96301208014005],[-75.22004507701418,39.96381923606658],[-75.22098142308188,39.96403769481891],[-75.22195355392348,39.96425174484931],[-75.22232810624185,39.964331978182955],[-75.22291668663578,39.964465767987896],[-75.22326452761034,39.96454160927263],[-75.22353206281959,39.964599583661794],[-75.22388880539319,39.96471545480577],[-75.22410283273896,39.964737802058096],[-75.22458884465786,39.96489384318948],[-75.22514180489826,39.96509008938649],[-75.22544948889542,39.96520602651878],[-75.22622982477705,39.96557164895147],[-75.2278618848432,39.96619145206804],[-75.22782173345088,39.96588827086738],[-75.22767902232074,39.96507221445262],[-75.22784399032152,39.96428742428511],[-75.22791084994174,39.963961855608474],[-75.22799560403952,39.96355609955308],[-75.22831663647433,39.96203108882546],[-75.2286466599755,39.960461498952796],[-75.22797779856062,39.96037674675288],[-75.2274426539413,39.96030988575192],[-75.22684963926241,39.960238576857336],[-75.22620747864708,39.96015827708508],[-75.22486982099721,39.96000669158559],[-75.22477171081213,39.959975472150944],[-75.22420984630149,39.959899681538296],[-75.22388435390616,39.95986401269344],[-75.22289888057574,39.95974356265889],[-75.22239496823194,39.95968119289076],[-75.22190894946328,39.95962766272681],[-75.22091901205671,39.95950278099759]]]}"
00060000000000003285,366714,0,101,S,42101009400,+39.9632709,-075.2322437,G5020,94,Census Tract 94,42,009400,39.013938297200596,"{""type"":""Polygon"",""coordinates"":[[[-75.23080038665094,39.96072010449403],[-75.23024744652487,39.96065769584025],[-75.22981495712797,39.960604169865256],[-75.22975700096465,39.9605952672167],[-75.22929317282728,39.96054173591369],[-75.2292352164695,39.96053283296563],[-75.2286466599755,39.960461498952796],[-75.22831663647433,39.96203108882546],[-75.22799560403952,39.96355609955308],[-75.22791084994174,39.963961855608474],[-75.22784399032152,39.96428742428511],[-75.22767902232074,39.96507221445262],[-75.228820529642,39.96521487386783],[-75.22954734369578,39.965304078724394],[-75.2299219667614,39.9653531639623],[-75.23076023601728,39.96545567698642],[-75.23100105063803,39.965486931631354],[-75.23164764272634,39.96556272040005],[-75.23176800488346,39.96557611726561],[-75.23184385436063,39.965585040767166],[-75.23188836694737,39.96559396137006],[-75.2339038835194,39.96584807473992],[-75.2348536777405,39.96596403110956],[-75.2358436154868,39.96608442078921],[-75.2360041236836,39.96532640870716],[-75.23616026960165,39.96456390951255],[-75.2363118752089,39.96380587180876],[-75.23648128517512,39.9630477564033],[-75.23658829021885,39.96251718486264],[-75.23664179271309,39.96228525484881],[-75.23667749070647,39.96209349728711],[-75.23680684022476,39.96146926860175],[-75.23486712028271,39.96123294969102],[-75.23414024207649,39.96113480268439],[-75.23355161512707,39.96106793353081],[-75.23285606743258,39.960974303569344],[-75.23187501317268,39.96084944623364],[-75.23118836053246,39.96076915299578],[-75.23080038665094,39.96072010449403]]]}"
00060000000000003286,319094,0,101,S,42101009500,+39.9658712,-075.2379141,G5020,95,Census Tract 95,42,009500,38.99299521778875,"{""type"":""Polygon"",""coordinates"":[[[-75.23878659549442,39.96171450391782],[-75.23680684022476,39.96146926860175],[-75.23667749070647,39.96209349728711],[-75.23664179271309,39.96228525484881],[-75.23658829021885,39.96251718486264],[-75.23648128517512,39.9630477564033],[-75.2363118752089,39.96380587180876],[-75.23616026960165,39.96456390951255],[-75.2360041236836,39.96532640870716],[-75.2358436154868,39.96608442078921],[-75.23559835721744,39.96723935373934],[-75.23552259859571,39.967605014282306],[-75.23535309856092,39.968447782461034],[-75.23535754971965,39.96851016097514],[-75.23544675091394,39.96901407005696],[-75.23552259859571,39.96941089117539],[-75.23559835721744,39.9698122220666],[-75.23569646057163,39.97033391410836],[-75.2363118752089,39.970267083066034],[-75.23678004449718,39.97021802539398],[-75.2374534081566,39.97014222016998],[-75.23828718571285,39.97004857556396],[-75.23904529091024,39.9699638165638],[-75.23913448998672,39.96995491479124],[-75.23913448998672,39.96989250118959],[-75.23912994991522,39.96984790067944],[-75.23912994991522,39.96975428008932],[-75.23947784363827,39.96809550142138],[-75.2397944013231,39.96657492588947],[-75.23993265030073,39.96588824490295],[-75.24001730882188,39.965495808192294],[-75.24011095836251,39.96505438512529],[-75.24042760377674,39.963533813998346],[-75.24076205256132,39.96195975962579],[-75.24002184886746,39.961870582519325],[-75.23944659733012,39.96179474377296],[-75.23878659549442,39.96171450391782]]]}"
00060000000000003287,405273,0,101,S,42101009600,+39.9655396,-075.2435075,G5020,96,Census Tract 96,42,009600,37.731378826955,"{""type"":""Polygon"",""coordinates"":[[[-75.2427329445247,39.962200553577595],[-75.24199275022903,39.96211139096353],[-75.24140415303926,39.96204004329233],[-75.24076205256132,39.96195975962579],[-75.24042760377674,39.963533813998346],[-75.24011095836251,39.96505438512529],[-75.24001730882188,39.965495808192294],[-75.23993265030073,39.96588824490295],[-75.2397944013231,39.96657492588947],[-75.23947784363827,39.96809550142138],[-75.24046330089989,39.96821588320293],[-75.24145320289031,39.96834074315991],[-75.2421220063003,39.96842548616706],[-75.24275519925945,39.96850123649967],[-75.24342853700479,39.96858149883885],[-75.2444140582017,39.96870637749182],[-75.24547087607216,39.968835737331986],[-75.24653213758144,39.96896504968855],[-75.24684868087668,39.96744888942334],[-75.24700917769434,39.96667306211417],[-75.24716976336231,39.965928368357105],[-75.2474640513001,39.96450593816861],[-75.2474640513001,39.964452412784496],[-75.24744624805294,39.96438998462012],[-75.24739720009646,39.96434091329938],[-75.24730800576924,39.96430527179527],[-75.24720990975332,39.96429186489076],[-75.24710736285365,39.964291914088996],[-75.24700472686968,39.96431419001239],[-75.24686203336367,39.96432751527264],[-75.24642505037552,39.964274008240224],[-75.24668373305906,39.96304331931702],[-75.24675503540217,39.962704409438246],[-75.24598806615624,39.96261080572208],[-75.24540393499204,39.96253499719501],[-75.2447083513676,39.962450256342336],[-75.24403056826583,39.962365518598666],[-75.2434240860774,39.9622897155006],[-75.24335723313278,39.96228081664587],[-75.2427329445247,39.962200553577595]]]}"
0006000000000000328a,497692,0,101,S,42101010000,+39.9710834,-075.2503760,G5020,100,Census Tract 100,42,010000,35.76049745764962,"{""type"":""Polygon"",""coordinates"":[[[-75.24653213758144,39.96896504968855],[-75.2468575825348,39.96900961891173],[-75.24717866500201,39.96904971103707],[-75.2475175500455,39.96909433376806],[-75.24720091909903,39.97061044509277],[-75.24690217983435,39.97202839116209],[-75.24693342464137,39.97211310318783],[-75.24720545893445,39.97356237981326],[-75.24721436057209,39.97359803642961],[-75.24749529599391,39.97511413991508],[-75.24779848491808,39.97507846175378],[-75.24823101324687,39.975029418059634],[-75.2483335594035,39.975016030180605],[-75.24859668968264,39.97498926393136],[-75.24930115738613,39.974913440301684],[-75.24969807554793,39.97486889786956],[-75.2502018993356,39.97481536254252],[-75.25105358925144,39.974717282519734],[-75.25191426486879,39.97462357969528],[-75.2527748466931,39.97452993368228],[-75.25367556845444,39.97442737371336],[-75.25519616432456,39.974257988713184],[-75.25500888340538,39.973272538060286],[-75.25490180205564,39.972688355480386],[-75.25475021461519,39.97152900242454],[-75.2551247768526,39.97003516344155],[-75.25510252389327,39.97003519395505],[-75.25343923965228,39.96982112943721],[-75.25256522050987,39.969714155257],[-75.25146830571337,39.96957590976041],[-75.25094214347088,39.96951346807941],[-75.25048282934429,39.96945999481231],[-75.25079945358853,39.96793493337724],[-75.25082624689523,39.96779225307686],[-75.25091988991085,39.96742666032333],[-75.25098673959556,39.967114490199776],[-75.25112052789261,39.96639660379433],[-75.25093324204724,39.96636535293715],[-75.25059881519114,39.966325230155014],[-75.25039817653403,39.966307354188686],[-75.25021979128098,39.96629397244904],[-75.25013504931242,39.96629847881385],[-75.24929225586827,39.96619146415429],[-75.2487527339167,39.96612459806101],[-75.2481551717749,39.96605319625257],[-75.24716976336231,39.965928368357105],[-75.24700917769434,39.96667306211417],[-75.24684868087668,39.96744888942334],[-75.24653213758144,39.96896504968855]]]}"
0006000000000000328b,601423,0,101,S,42101010100,+39.9721397,-075.2425291,G5020,101,Census Tract 101,42,010100,36.712682237353214,"{""type"":""Polygon"",""coordinates"":[[[-75.2385681372956,39.97609955901328],[-75.23940199788791,39.97601038647069],[-75.24023585400222,39.975916759388554],[-75.2410117536728,39.975832014963196],[-75.24179655141377,39.97574282151237],[-75.24268834602668,39.9756447271442],[-75.24358013551515,39.97554662382825],[-75.244480910691,39.97544852736418],[-75.2455421789728,39.975328143755],[-75.24659898915793,39.97521223061725],[-75.24681298522243,39.975194356325545],[-75.24749529599391,39.97511413991508],[-75.24721436057209,39.97359803642961],[-75.24720545893445,39.97356237981326],[-75.24693342464137,39.97211310318783],[-75.24690217983435,39.97202839116209],[-75.24720091909903,39.97061044509277],[-75.2475175500455,39.96909433376806],[-75.24717866500201,39.96904971103707],[-75.2468575825348,39.96900961891173],[-75.24653213758144,39.96896504968855],[-75.24547087607216,39.968835737331986],[-75.2444140582017,39.96870637749182],[-75.24342853700479,39.96858149883885],[-75.24275519925945,39.96850123649967],[-75.2421220063003,39.96842548616706],[-75.24145320289031,39.96834074315991],[-75.24046330089989,39.96821588320293],[-75.23947784363827,39.96809550142138],[-75.23912994991522,39.96975428008932],[-75.23912994991522,39.96984790067944],[-75.23913448998672,39.96989250118959],[-75.23913448998672,39.96995491479124],[-75.23904529091024,39.9699638165638],[-75.23828718571285,39.97004857556396],[-75.2374534081566,39.97014222016998],[-75.23774317440672,39.97167617340025],[-75.23793047617444,39.972683867473904],[-75.23798397820634,39.972955937426754],[-75.23803748021983,39.97324571716219],[-75.23827828356315,39.9745522838172],[-75.23851018439666,39.97577402442213],[-75.2385681372956,39.97609955901328]]]}"
0006000000000000328c,360619,0,101,S,42101010200,+39.9680830,-075.2316701,G5020,102,Census Tract 102,42,010200,37.87168724742161,"{""type"":""Polygon"",""coordinates"":[[[-75.23569646057163,39.97033391410836],[-75.23559835721744,39.9698122220666],[-75.23552259859571,39.96941089117539],[-75.23544675091394,39.96901407005696],[-75.23535754971965,39.96851016097514],[-75.23535309856092,39.968447782461034],[-75.23552259859571,39.967605014282306],[-75.23559835721744,39.96723935373934],[-75.2358436154868,39.96608442078921],[-75.2348536777405,39.96596403110956],[-75.2339038835194,39.96584807473992],[-75.23188836694737,39.96559396137006],[-75.23184385436063,39.965585040767166],[-75.23176800488346,39.96557611726561],[-75.23164764272634,39.96556272040005],[-75.23100105063803,39.965486931631354],[-75.23076023601728,39.96545567698642],[-75.2299219667614,39.9653531639623],[-75.22954734369578,39.965304078724394],[-75.228820529642,39.96521487386783],[-75.22767902232074,39.96507221445262],[-75.22782173345088,39.96588827086738],[-75.2278618848432,39.96619145206804],[-75.2279019471977,39.966414416078756],[-75.22797779856062,39.96684245811384],[-75.22814721760975,39.96784130275835],[-75.22824977702852,39.96840759644257],[-75.22838358491856,39.96921471026835],[-75.22855300352569,39.97015110618708],[-75.22873586502068,39.9711054110327],[-75.22927536749694,39.97104295498243],[-75.22969895575334,39.970998342167114],[-75.23013153449904,39.970949297396714],[-75.23066658084038,39.97089576243311],[-75.23161639484339,39.970788791221665],[-75.23257510552044,39.97068173839907],[-75.23336884832031,39.97059260178132],[-75.23420264779749,39.970498918861324],[-75.23497412643819,39.97041424057679],[-75.23569646057163,39.97033391410836]]]}"
0006000000000000328d,281275,0,101,S,42101010300,+39.9678329,-075.2254384,G5020,103,Census Tract 103,42,010300,40.013383442530305,"{""type"":""Polygon"",""coordinates"":[[[-75.22873586502068,39.9711054110327],[-75.22855300352569,39.97015110618708],[-75.22838358491856,39.96921471026835],[-75.22824977702852,39.96840759644257],[-75.22814721760975,39.96784130275835],[-75.22797779856062,39.96684245811384],[-75.2279019471977,39.966414416078756],[-75.2278618848432,39.96619145206804],[-75.22622982477705,39.96557164895147],[-75.22544948889542,39.96520602651878],[-75.22514180489826,39.96509008938649],[-75.22458884465786,39.96489384318948],[-75.22410283273896,39.964737802058096],[-75.22388880539319,39.96471545480577],[-75.22353206281959,39.964599583661794],[-75.22326452761034,39.96454160927263],[-75.22291668663578,39.964465767987896],[-75.22232810624185,39.964331978182955],[-75.22195355392348,39.96425174484931],[-75.22202486761475,39.964657509301894],[-75.22214968875357,39.96521046298696],[-75.22224334905734,39.965683071848915],[-75.22235481542909,39.96614242435651],[-75.22243066949584,39.966485738987814],[-75.22244402408124,39.966530335023094],[-75.22250198296857,39.96687814771439],[-75.22251088602155,39.9669272259429],[-75.2226179006785,39.96734190346304],[-75.22269820613815,39.96776997806647],[-75.2228230267371,39.96838086996047],[-75.22311736079173,39.96974537612133],[-75.22407158334035,39.969647247062035],[-75.22462899688445,39.96959373168038],[-75.2248965297483,39.969566978686444],[-75.22537363629985,39.9695179059452],[-75.22561445926027,39.97048112283129],[-75.22583293566423,39.97136398679521],[-75.22584183852668,39.97143092587063],[-75.22656866649801,39.97134619138279],[-75.22722863118922,39.971274852022326],[-75.22799115266999,39.97119006373108],[-75.22873586502068,39.9711054110327]]]}"
0006000000000000328e,473022,0,101,S,42101010400,+39.9654955,-075.2191208,G5020,104,Census Tract 104,42,010400,34.102427857307624,"{""type"":""Polygon"",""coordinates"":[[[-75.21917549965691,39.95928875326825],[-75.21895256228218,39.95926201960217],[-75.21700389441845,39.95901678487705],[-75.21663378099085,39.96059530082412],[-75.21619235035519,39.962477051641095],[-75.21617899523376,39.96254386789784],[-75.2162860142412,39.96338666962256],[-75.21631281349862,39.963560606953344],[-75.21633507201456,39.96373004330584],[-75.21637522636927,39.964095645013685],[-75.21644209091481,39.96463079682171],[-75.21651785882722,39.96521486998661],[-75.21660707082255,39.965785656019584],[-75.21665612849483,39.966338568815885],[-75.21679884972943,39.96745784218021],[-75.21691922337028,39.96838090220706],[-75.21696382925944,39.96873762461126],[-75.21699499105068,39.96896946422856],[-75.21717341444393,39.97035178331022],[-75.21784668490902,39.97028046733373],[-75.22018325451928,39.970048598641796],[-75.2208208993817,39.96998168169291],[-75.22132036525964,39.96993261956639],[-75.22311736079173,39.96974537612133],[-75.2228230267371,39.96838086996047],[-75.22269820613815,39.96776997806647],[-75.2226179006785,39.96734190346304],[-75.22251088602155,39.9669272259429],[-75.22250198296857,39.96687814771439],[-75.22244402408124,39.966530335023094],[-75.22243066949584,39.966485738987814],[-75.22235481542909,39.96614242435651],[-75.22224334905734,39.965683071848915],[-75.22214968875357,39.96521046298696],[-75.22202486761475,39.964657509301894],[-75.22195355392348,39.96425174484931],[-75.22098142308188,39.96403769481891],[-75.22004507701418,39.96381923606658],[-75.21976854357203,39.96301208014005],[-75.2196927772406,39.962521609802785],[-75.21943859027775,39.960943086195456],[-75.21917549965691,39.95928875326825]]]}"
0006000000000000328f,657748,0,101,S,42101010500,+39.9665651,-075.2142018,G5020,105,Census Tract 105,42,010500,30.250474028859056,"{""type"":""Polygon"",""coordinates"":[[[-75.21401634080857,39.95864220581031],[-75.21367301999757,39.96002895701775],[-75.21354365124897,39.96059078565555],[-75.21340101606928,39.96115264826776],[-75.2130620566637,39.96257509738577],[-75.21197848566707,39.9626598713007],[-75.21192951555923,39.96265987149504],[-75.21056057223026,39.96257067293027],[-75.21066305419248,39.963391100159086],[-75.21070321000815,39.96369880930536],[-75.21080578091386,39.96451486290417],[-75.21084593669278,39.96484035521844],[-75.21087709970699,39.96506331286088],[-75.21092615918245,39.96541112173306],[-75.21095295936126,39.96563404704329],[-75.21108669307505,39.96675330407454],[-75.21116255262737,39.96731957596721],[-75.21122941940874,39.967877006847246],[-75.21133198996839,39.96872421118974],[-75.21151478264746,39.96965619976897],[-75.21157719743913,39.969937100465806],[-75.21163070853162,39.9702179927647],[-75.2117243751585,39.970721916913796],[-75.21181350086056,39.97125698719612],[-75.21186256004144,39.971502258245636],[-75.2120543447856,39.9725055241698],[-75.21210785571436,39.97279537498975],[-75.212148011158,39.97301387677601],[-75.21221042569623,39.973241327247685],[-75.21282130333124,39.973174364661524],[-75.2138870613803,39.97305404237173],[-75.21633062031161,39.97279088559234],[-75.2177664659809,39.97262591401072],[-75.21743641941251,39.97243414865428],[-75.21717341444393,39.97035178331022],[-75.21699499105068,39.96896946422856],[-75.21696382925944,39.96873762461126],[-75.21691922337028,39.96838090220706],[-75.21679884972943,39.96745784218021],[-75.21665612849483,39.966338568815885],[-75.21660707082255,39.965785656019584],[-75.21651785882722,39.96521486998661],[-75.21644209091481,39.96463079682171],[-75.21637522636927,39.964095645013685],[-75.21633507201456,39.96373004330584],[-75.21631281349862,39.963560606953344],[-75.2162860142412,39.96338666962256],[-75.21617899523376,39.96254386789784],[-75.21619235035519,39.962477051641095],[-75.21663378099085,39.96059530082412],[-75.21700389441845,39.95901678487705],[-75.21401634080857,39.95864220581031]]]}"
00060000000000003b3f,265467,0,101,S,42101010600,+39.9646327,-075.2079213,G5020,106,Census Tract 106,42,010600,30.565969251783656,"{""type"":""Polygon"",""coordinates"":[[[-75.21133198996839,39.96872421118974],[-75.21122941940874,39.967877006847246],[-75.21116255262737,39.96731957596721],[-75.21108669307505,39.96675330407454],[-75.21095295936126,39.96563404704329],[-75.21092615918245,39.96541112173306],[-75.21087709970699,39.96506331286088],[-75.21084593669278,39.96484035521844],[-75.21080578091386,39.96451486290417],[-75.21070321000815,39.96369880930536],[-75.21066305419248,39.963391100159086],[-75.21056057223026,39.96257067293027],[-75.21048916425501,39.96257066993974],[-75.20981586201314,39.96245470976093],[-75.2090577925093,39.962329874008745],[-75.20897756905873,39.96231200835512],[-75.20778249297189,39.96241015547156],[-75.20689067639229,39.962485911949635],[-75.20621735862143,39.96253946104571],[-75.20557974306912,39.96259297016737],[-75.20477704362439,39.96265982146415],[-75.20430886715624,39.96270000555593],[-75.20397888114898,39.962726719420104],[-75.20236028345077,39.96286051304392],[-75.20237809185649,39.96302998199557],[-75.20236918765389,39.96307896984519],[-75.20234238600099,39.96313697810141],[-75.20359983268094,39.96392179740732],[-75.20387185369734,39.964091197101084],[-75.20454072954608,39.964510402124844],[-75.20546381268888,39.96509008584529],[-75.20649382706053,39.965723224712676],[-75.20684606762163,39.965941763820425],[-75.20755953930481,39.96638314984218],[-75.20834432767693,39.96687811698362],[-75.20846470784498,39.96694950637266],[-75.20953939946017,39.967618393425525],[-75.20967313438595,39.967743193458986],[-75.20975789840737,39.96775214125852],[-75.21010122783815,39.96796168754521],[-75.21118926372857,39.968635047548986],[-75.21133198996839,39.96872421118974]]]}"
00060000000000003b3d,461045,0,101,S,42101010700,+39.9687505,-075.2069416,G5020,107,Census Tract 107,42,010700,27.021584816598782,"{""type"":""Polygon"",""coordinates"":[[[-75.212148011158,39.97301387677601],[-75.21210785571436,39.97279537498975],[-75.2120543447856,39.9725055241698],[-75.21186256004144,39.971502258245636],[-75.21181350086056,39.97125698719612],[-75.2117243751585,39.970721916913796],[-75.21163070853162,39.9702179927647],[-75.21157719743913,39.969937100465806],[-75.21151478264746,39.96965619976897],[-75.21133198996839,39.96872421118974],[-75.21118926372857,39.968635047548986],[-75.21010122783815,39.96796168754521],[-75.20975789840737,39.96775214125852],[-75.20967313438595,39.967743193458986],[-75.20953939946017,39.967618393425525],[-75.20846470784498,39.96694950637266],[-75.20834432767693,39.96687811698362],[-75.20755953930481,39.96638314984218],[-75.20684606762163,39.965941763820425],[-75.20649382706053,39.965723224712676],[-75.20546381268888,39.96509008584529],[-75.20454072954608,39.964510402124844],[-75.20387185369734,39.964091197101084],[-75.20359983268094,39.96392179740732],[-75.20234238600099,39.96313697810141],[-75.20232902969387,39.96319941846166],[-75.20231122128256,39.963266263657594],[-75.20231122128256,39.963342095461094],[-75.20232457759121,39.96341790060434],[-75.20233348179637,39.96349366339554],[-75.20243605820299,39.964051086586515],[-75.20253863454224,39.964608504893555],[-75.20264112177223,39.96517027709541],[-75.20285517828935,39.96628509708498],[-75.20305587826809,39.96739540052365],[-75.2031584542002,39.96792158501037],[-75.20325648894733,39.96844771129027],[-75.2034482842692,39.969491191555825],[-75.20359983268094,39.9702626212665],[-75.20367569587293,39.97067283906703],[-75.20372030554961,39.9709270382935],[-75.20404129895506,39.971020683011766],[-75.20598104672358,39.9714309158456],[-75.20645812214634,39.971560180439944],[-75.20710027511606,39.971743027842976],[-75.2077468773915,39.971925836546326],[-75.20806786251624,39.97201057512501],[-75.20839338794893,39.972095289671394],[-75.2086475929226,39.97215769870096],[-75.20871891270245,39.97217555656113],[-75.20904443677676,39.97225582239584],[-75.21002100492419,39.97249661356974],[-75.21132753812259,39.97281324907436],[-75.21198302653085,39.972969281469204],[-75.212148011158,39.97301387677601]]]}"
00060000000000003b3e,585732,0,101,S,42101010800,+39.9660217,-075.1989890,G5020,108,Census Tract 108,42,010800,28.210133597941407,"{""type"":""Polygon"",""coordinates"":[[[-75.20234238600099,39.96313697810141],[-75.20236918765389,39.96307896984519],[-75.20237809185649,39.96302998199557],[-75.20236028345077,39.96286051304392],[-75.20229777593067,39.96226742162418],[-75.20229332382716,39.962222830293],[-75.20223535742767,39.961643128519405],[-75.20141492131886,39.96176799480749],[-75.20117860215247,39.96180366227294],[-75.20013510718036,39.96196422175656],[-75.19943504717077,39.962040012480465],[-75.19719656153532,39.96228524547068],[-75.19574743686834,39.96244581476237],[-75.19429820972175,39.962606348815434],[-75.19440524373141,39.96318152948373],[-75.19450328397046,39.96373444964276],[-75.19462367480664,39.964345400573045],[-75.19472625627438,39.96490273510886],[-75.19483328999101,39.96546018406596],[-75.19493141900794,39.966017542873495],[-75.19503836353792,39.9665838641377],[-75.19514094473358,39.96713228548655],[-75.19531039946058,39.96804644582389],[-75.19371851510205,39.96745780541141],[-75.193598123569,39.967408788149335],[-75.1934064052041,39.96733745520417],[-75.19292474850728,39.967167975916475],[-75.19213997171767,39.96688705384508],[-75.1922648167625,39.96752024931178],[-75.19230942969658,39.967725390949695],[-75.1932190499191,39.96794389594428],[-75.1935446062971,39.96802413549587],[-75.19387007295052,39.96810888577346],[-75.1941956279732,39.96819356991303],[-75.19451664094652,39.96827827539183],[-75.19484219462304,39.968367480790825],[-75.19515875396208,39.96846111159069],[-75.19547540170613,39.96855475296421],[-75.19576079373809,39.96865736004494],[-75.1974418802534,39.96913444517537],[-75.19851201743886,39.96944209890073],[-75.20121867136561,39.9702135343414],[-75.20372030554961,39.9709270382935],[-75.20367569587293,39.97067283906703],[-75.20359983268094,39.9702626212665],[-75.2034482842692,39.969491191555825],[-75.20325648894733,39.96844771129027],[-75.2031584542002,39.96792158501037],[-75.20305587826809,39.96739540052365],[-75.20285517828935,39.96628509708498],[-75.20264112177223,39.96517027709541],[-75.20253863454224,39.964608504893555],[-75.20243605820299,39.964051086586515],[-75.20233348179637,39.96349366339554],[-75.20232457759121,39.96341790060434],[-75.20231122128256,39.963342095461094],[-75.20231122128256,39.963266263657594],[-75.20232902969387,39.96319941846166],[-75.20234238600099,39.96313697810141]]]}"
00060000000000003502,286242,0,101,S,42101010900,+39.9650671,-075.1914538,G5020,109,Census Tract 109,42,010900,30.40559979642689,"{""type"":""Polygon"",""coordinates"":[[[-75.19531039946058,39.96804644582389],[-75.19514094473358,39.96713228548655],[-75.19503836353792,39.9665838641377],[-75.19493141900794,39.966017542873495],[-75.19483328999101,39.96546018406596],[-75.19472625627438,39.96490273510886],[-75.19462367480664,39.964345400573045],[-75.19450328397046,39.96373444964276],[-75.19440524373141,39.96318152948373],[-75.19429820972175,39.962606348815434],[-75.1941956279732,39.962624130475966],[-75.19284451677065,39.96276689319631],[-75.19251450655324,39.96280698457894],[-75.19147558425018,39.962918435194034],[-75.19139081030788,39.96292289006139],[-75.18993717938532,39.96308347514757],[-75.18848798745518,39.96324844965272],[-75.18802421470724,39.96329304113806],[-75.18741332915177,39.96336885201773],[-75.18674001652327,39.96344465869978],[-75.1867846310325,39.96360074313724],[-75.18686041333339,39.96385488372089],[-75.18690502780831,39.96399310284598],[-75.18694510067914,39.96411347948962],[-75.18703432956798,39.96436768190087],[-75.18714136854716,39.96461293146553],[-75.18726176504862,39.964862679185316],[-75.18740442409688,39.96510344041639],[-75.18757388720438,39.965330822940416],[-75.18778787530134,39.96553594008878],[-75.18802421470724,39.9657321590739],[-75.18826945876243,39.965910522512225],[-75.18852369647497,39.966088905847485],[-75.18878229721321,39.96625834937662],[-75.18904535000506,39.96642775823981],[-75.18930849140422,39.96659725443309],[-75.18958490070875,39.966757743288895],[-75.18987030348927,39.966896018187455],[-75.19016461064753,39.96702977782578],[-75.19046336969285,39.96715905596261],[-75.19076658059963,39.96728392924585],[-75.19106533849545,39.96741320542345],[-75.19158262019157,39.96754700155632],[-75.19230942969658,39.967725390949695],[-75.1922648167625,39.96752024931178],[-75.19213997171767,39.96688705384508],[-75.19292474850728,39.967167975916475],[-75.1934064052041,39.96733745520417],[-75.193598123569,39.967408788149335],[-75.19371851510205,39.96745780541141],[-75.19531039946058,39.96804644582389]]]}"
