system:index,ALAND,AWATER,COUNTYFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,MTFCC,NAME,NAMELSAD,STATEFP,TRACTCE,mean_LST_Celsius,.geo
000600000000000038a0,2051448,22042,101,S,42101038700,+40.0833124,-075.2130760,G5020,387,Census Tract 387,42,038700,24.379635856486132,"{""type"":""Polygon"",""coordinates"":[[[-75.23050161583362,40.08602087236594],[-75.22923076513547,40.08525835486556],[-75.22887403481003,40.08503982979328],[-75.2287403163689,40.08495963068848],[-75.22859760608154,40.08487489609477],[-75.22840139035101,40.08470545868504],[-75.2280402067552,40.08444678650045],[-75.2279019471977,40.084388801346364],[-75.22771917374988,40.08432197206132],[-75.22731783704764,40.08424618626469],[-75.22725987995382,40.084237202760484],[-75.22700570534738,40.084237241447326],[-75.22569467414512,40.08438885962005],[-75.22551634954468,40.084411147103964],[-75.22522202002675,40.08441116779714],[-75.22513290199576,40.08441114393128],[-75.22465125421178,40.084362105485106],[-75.22401362503743,40.08421940650946],[-75.22316196490571,40.08388053005358],[-75.22230130801937,40.08354606374735],[-75.22151204933247,40.08322500212077],[-75.2205444563488,40.0825784684934],[-75.21980869704177,40.082083508612506],[-75.21962591409022,40.081967532550635],[-75.2190016192159,40.08154842967929],[-75.21769506130646,40.08070558092219],[-75.21746321847206,40.08057633436469],[-75.21511325285513,40.07971573259627],[-75.21491710916551,40.07963099427353],[-75.21483679969437,40.07959529679621],[-75.21431505422892,40.079399112768364],[-75.21401188903941,40.07928759938343],[-75.21394057168008,40.07926087664448],[-75.21235751378163,40.078650010625516],[-75.21226393657143,40.078609830511986],[-75.21181350086056,40.07844035669544],[-75.21063634300117,40.077990008279514],[-75.20901763627005,40.077352336150184],[-75.20817488709066,40.077040205126785],[-75.20798318661542,40.07695105665366],[-75.2074347064815,40.07662553955104],[-75.20732768139939,40.07656309447065],[-75.20641805427779,40.076010198813215],[-75.20490196761394,40.07512283824935],[-75.20359983268094,40.07432911140904],[-75.20342593487287,40.074181960069694],[-75.20265011500119,40.07320987233405],[-75.20256534711952,40.07327675519752],[-75.20199458739063,40.07383856799055],[-75.20137921524316,40.07447178779743],[-75.20087986358384,40.07495784389147],[-75.20063455026346,40.075122837000734],[-75.20011729851892,40.075372514837085],[-75.19989433390593,40.075408240995344],[-75.19978730365519,40.07536805912115],[-75.19969817108594,40.075385922725424],[-75.19949746679276,40.075470618157965],[-75.1993770797106,40.07578273709118],[-75.1994261428004,40.075831828403956],[-75.19941278624391,40.07588534615692],[-75.19935927096276,40.07592996306128],[-75.19927904252856,40.0759567147214],[-75.1991942728175,40.0761305818756],[-75.19864130960312,40.07681281973078],[-75.19760233896704,40.07799005904668],[-75.1977228164612,40.07806137975053],[-75.19833366175017,40.07841364814342],[-75.19849420859241,40.078507249742316],[-75.20037596912685,40.079590865220425],[-75.20092883715883,40.079898529430814],[-75.20265011500119,40.08089294492561],[-75.20414832629055,40.081740143445614],[-75.20471462611248,40.08207011677313],[-75.20486626233561,40.08215481785438],[-75.20631993247628,40.08299312186723],[-75.2067123302727,40.08321612566276],[-75.20764875642547,40.08366647298744],[-75.20784045731159,40.0837779609618],[-75.20841128470494,40.08417484521344],[-75.20874117230247,40.0844334028107],[-75.20939667158002,40.0849283773617],[-75.20977125407882,40.08513351520831],[-75.21038659314107,40.085392158740625],[-75.21044900838423,40.08541887213806],[-75.21145681967306,40.08588267372994],[-75.21152368632825,40.08591386803422],[-75.2117199233239,40.086011933686144],[-75.21186701187197,40.086087766714975],[-75.21192951555923,40.08600751269272],[-75.21200528566504,40.085967398084144],[-75.2121123075379,40.085962875050015],[-75.21219252937613,40.085971854392035],[-75.21237541008279,40.08599410831084],[-75.21246898722607,40.08606543001867],[-75.21319587760455,40.08686365652591],[-75.21330289866019,40.0869617476789],[-75.21338757167297,40.087042010742685],[-75.2135704509779,40.087153486359306],[-75.21434630558498,40.087603849387484],[-75.21517121447015,40.08807206188716],[-75.2166962827668,40.08895497890355],[-75.21678095393612,40.08900401766693],[-75.21679884972943,40.08901292506513],[-75.21796260608404,40.089681800712626],[-75.21800276001932,40.089704084621864],[-75.2196481721328,40.09065386172978],[-75.22005398020765,40.090890178566795],[-75.22023231106539,40.090988346470915],[-75.22030362554493,40.09102845290453],[-75.2212222528375,40.091559061324546],[-75.22157454915101,40.09175528369651],[-75.22242176643827,40.09223237102683],[-75.22360782728279,40.092905752309576],[-75.22518195698217,40.091345053017434],[-75.2277057305896,40.08881668519835],[-75.22777713067256,40.088745383127055],[-75.22783063619953,40.08869631984914],[-75.22788414170809,40.08864281818294],[-75.22827657422664,40.08825042645122],[-75.22869126250448,40.08784018300356],[-75.22897214240811,40.08755481073598],[-75.22906134726662,40.08747005464675],[-75.22958304331866,40.08695279141361],[-75.22960984028704,40.086921606386106],[-75.22977035492126,40.086756653267834],[-75.23050161583362,40.08602087236594]]]}"
000600000000000038a1,1390293,4751,101,S,42101038800,+40.0571595,-075.1982438,G5020,388,Census Tract 388,42,038800,23.758209616041135,"{""type"":""Polygon"",""coordinates"":[[[-75.2048440021829,40.05482498259287],[-75.2043579286968,40.05445045019787],[-75.20417067558348,40.05430328487548],[-75.20408145647473,40.05422744269638],[-75.20372920967516,40.05392873274867],[-75.20349289401084,40.05365222474178],[-75.20334125645383,40.05350509701877],[-75.20321642025704,40.05342484901531],[-75.20146398376863,40.05231452209841],[-75.20011284635325,40.05146287368638],[-75.199136305268,40.05085641903619],[-75.19832030510028,40.0503302618248],[-75.1975667210648,40.04986198746633],[-75.19747304594318,40.04980408540515],[-75.19650993421241,40.04918870441952],[-75.19533266097176,40.05054422996191],[-75.19448992699328,40.051467272433634],[-75.19439625002792,40.051596639622055],[-75.19432492370774,40.05171253205458],[-75.19408414148266,40.05163226090214],[-75.1940128150201,40.05173039062789],[-75.19388797137061,40.05193547574829],[-75.19386562060687,40.05198011032543],[-75.19363374237543,40.052372460421545],[-75.19345538112088,40.052648972252115],[-75.1932592102201,40.053059210212936],[-75.19323694841373,40.05327320507898],[-75.1932592102201,40.053464975606595],[-75.19330827523015,40.05362999458871],[-75.19337514965648,40.053799399066094],[-75.19362929002506,40.05412494265726],[-75.19395039320781,40.054356767901766],[-75.19330382287053,40.054954331336646],[-75.19296490888385,40.055266423157846],[-75.19175207877427,40.05460207141946],[-75.19020477173271,40.05557862665981],[-75.18807773386753,40.0568984508653],[-75.188376496897,40.057438024914724],[-75.1894244337686,40.05841904393241],[-75.19001296015976,40.058980879075186],[-75.19021812907583,40.059199360896585],[-75.1908736170261,40.05994850000504],[-75.19105198122466,40.06017588817271],[-75.19129276811772,40.06045687523962],[-75.19143987590402,40.060661972108804],[-75.1918769241287,40.06125503826153],[-75.19193489436996,40.061339748678954],[-75.1928891295394,40.06266413058266],[-75.1941198492251,40.06431397840263],[-75.1941554679127,40.06437640807317],[-75.19429375739033,40.06450127141005],[-75.19509188029856,40.06491596028551],[-75.1957250863704,40.06517904545131],[-75.19602383479382,40.065401952945315],[-75.19615321806202,40.06583451011552],[-75.19630032127608,40.06633397410421],[-75.19630477355038,40.06635621557153],[-75.19638500351147,40.06662376977765],[-75.19663922803296,40.06648112200883],[-75.19681758565535,40.06627149501347],[-75.19704945916472,40.066075339643845],[-75.19773617316213,40.06554916144035],[-75.1978832748864,40.06545992205381],[-75.19815085363634,40.06513889322056],[-75.19848085195625,40.06466179482583],[-75.19865920747692,40.06451017826506],[-75.19885537160134,40.06438973694138],[-75.19924778815515,40.06423819390936],[-75.19950646020273,40.06410437650764],[-75.19979629704848,40.06395279809682],[-75.20003261830601,40.06377886715645],[-75.20019316340255,40.06364957502428],[-75.2003580714497,40.063475686661164],[-75.20044284052932,40.063524686864135],[-75.20046955346504,40.06353811467739],[-75.20052306836588,40.063569268560805],[-75.20079509474138,40.063729826986076],[-75.20120531496238,40.06395720644423],[-75.20128117931759,40.063863586633715],[-75.20126773387705,40.063854641371485],[-75.20174046062492,40.06337312656829],[-75.20214622625531,40.06298072084452],[-75.2024762161355,40.062650712664585],[-75.20229777593067,40.06245900675346],[-75.20191881242421,40.061968457512165],[-75.20184294837871,40.06176782129552],[-75.2018117835606,40.061558226886326],[-75.20184294837871,40.06132191198734],[-75.20191436030989,40.061148017442406],[-75.2020793555821,40.06088494558467],[-75.20220419268787,40.060706518652744],[-75.20228887172351,40.060554940744204],[-75.20239144815943,40.060434551501785],[-75.20246722289652,40.06025616878708],[-75.20251628501573,40.05991729913562],[-75.20254308663877,40.05988610805158],[-75.20195888144745,40.05907448400991],[-75.20185639376975,40.05893184745523],[-75.20185194165364,40.058887249388384],[-75.20184294837871,40.05884267279005],[-75.20182068779499,40.058793613743],[-75.20182068779499,40.058753499206354],[-75.2018340441456,40.05870440505095],[-75.20185194165364,40.05864196884207],[-75.2018742022329,40.05854833010173],[-75.20186084588572,40.058477003751946],[-75.20184294837871,40.058383344784446],[-75.20181623567787,40.058276366314],[-75.20180733144322,40.058196049607574],[-75.20178498181207,40.05809354290356],[-75.20179397509033,40.05797758344313],[-75.20180287932571,40.05789728707017],[-75.20182068779499,40.05785275242871],[-75.2018340441456,40.057834892220015],[-75.20185639376975,40.05781705394191],[-75.20189201069404,40.05779474107801],[-75.20190990819543,40.05776797885151],[-75.20191881242421,40.057736830996426],[-75.20190545608085,40.05767438419947],[-75.20187865434838,40.057629786048665],[-75.20182959202887,40.05756736273161],[-75.20181623567787,40.05743800573246],[-75.20181623567787,40.057344377488896],[-75.20182513991199,40.05728199443928],[-75.20182959202887,40.057241845790536],[-75.2018652980016,40.05713931305289],[-75.20189201069404,40.05709915184978],[-75.201896462809,40.0570367250776],[-75.20188310646373,40.05699211530652],[-75.20187865434838,40.056969793852026],[-75.20186084588572,40.05692077685338],[-75.20185194165364,40.05687621044345],[-75.20185639376975,40.05681378344734],[-75.20188755857895,40.05677358888837],[-75.20195888144745,40.05672905026188],[-75.2020213891032,40.0566888765683],[-75.2021818431135,40.056564067131454],[-75.20220864479393,40.056541754832494],[-75.20229332382716,40.056465957396455],[-75.20236028345077,40.056394591145555],[-75.20246722289652,40.05629206203697],[-75.20249847662578,40.05626083566151],[-75.20252518920994,40.056238511531376],[-75.2025697992153,40.056193941114536],[-75.20259214873414,40.05617610203436],[-75.20263221758464,40.05614487418689],[-75.2027036291549,40.056077990947585],[-75.2027258896128,40.056028981046836],[-75.20273034170397,40.05601110983071],[-75.20273034170397,40.05595315527377],[-75.20273034170397,40.055930876822956],[-75.20274815006748,40.055863985301194],[-75.20276159538058,40.05582829773001],[-75.20278830791973,40.0557926521464],[-75.20286862359325,40.055703423398256],[-75.20293549392849,40.055641001355056],[-75.20299791215166,40.05560977177353],[-75.20302017256758,40.05560531855606],[-75.20306923451307,40.05562318606162],[-75.20310494020235,40.055632119182725],[-75.2031584542002,40.05564099608297],[-75.20322087233423,40.05560984289481],[-75.20326548214086,40.055578592755545],[-75.20329664666886,40.05554291361224],[-75.20332344815796,40.055484924005356],[-75.20332790023211,40.055449290874705],[-75.20335016060099,40.05539132277576],[-75.20342593487287,40.055337790931645],[-75.20347499669087,40.055306583849834],[-75.20353296263019,40.055266429412605],[-75.20354640787572,40.05525309659435],[-75.20365779857393,40.05519508787987],[-75.20377381933655,40.05516838171426],[-75.20387185369734,40.05515051292346],[-75.20409926468413,40.05508363537922],[-75.20425980560027,40.05502566592263],[-75.20446940785685,40.054958767092906],[-75.20468791390289,40.05487847965753],[-75.2047681395586,40.05485622578328],[-75.2048440021829,40.05482498259287]]]}"
000600000000000038a2,1280554,0,101,S,42101038900,+40.0543431,-075.1682764,G5020,389,Census Tract 389,42,038900,27.923721560826944,"{""type"":""Polygon"",""coordinates"":[[[-75.17719310974802,40.05308146469823],[-75.17692104234428,40.05290758658693],[-75.17580186518177,40.05224317525437],[-75.17526226700456,40.05188199026277],[-75.17515076703421,40.051810648764906],[-75.17470040252941,40.05154308598485],[-75.17326015363359,40.05066911977986],[-75.1728900256995,40.05043275608751],[-75.17265820547316,40.05005824474939],[-75.17218102699476,40.04926005932434],[-75.17175300788644,40.04835932767717],[-75.17088342905734,40.04919757706158],[-75.17071403696313,40.0490950230452],[-75.17060253376032,40.04902819187759],[-75.16926920937321,40.048207680927675],[-75.16885008843329,40.04795350155777],[-75.16828829005914,40.047610198303914],[-75.16769968209185,40.047244560259045],[-75.16723593690249,40.047686005368206],[-75.16605425773815,40.04883200153051],[-75.16525607599091,40.049594440206306],[-75.16520254904037,40.04965245474347],[-75.16452923010146,40.05030790676822],[-75.16337433889993,40.051418256415964],[-75.16189836009053,40.052840725226645],[-75.16138552278893,40.0533401391526],[-75.16116704539616,40.05355414530325],[-75.16091739474638,40.05379049211056],[-75.16044917624377,40.054240826563166],[-75.16042682071257,40.05428544710096],[-75.15888846751875,40.055765855281216],[-75.16063639255958,40.05677806592193],[-75.1606899210656,40.05683159268157],[-75.16194743491653,40.05756735366543],[-75.16212128971215,40.057638724509616],[-75.16224615866285,40.05770110021145],[-75.16265193753513,40.05793745645746],[-75.16317367713532,40.058231731290995],[-75.16460056998287,40.05904329023567],[-75.1654522819448,40.059542726391115],[-75.16577335380094,40.05972109432443],[-75.16595165749973,40.05982365658503],[-75.16622810798914,40.0599841839678],[-75.16643330803778,40.06010012833534],[-75.16696839440338,40.06041227233548],[-75.16748557751167,40.06070653907216],[-75.16784235894201,40.06091167880068],[-75.16832391461942,40.06118368801816],[-75.16864052754372,40.061370955150245],[-75.17000948144873,40.060046628547184],[-75.17139623534469,40.05869999373522],[-75.1714631191256,40.05865092239717],[-75.17181989151528,40.05829419267114],[-75.1721587621927,40.057968652848096],[-75.17248427328433,40.05764764450199],[-75.17286776099805,40.05725519324098],[-75.1735812095198,40.056546201691674],[-75.17393797709302,40.0567825648869],[-75.17475837912806,40.05728192666183],[-75.17514631415834,40.05683607307318],[-75.17520429059216,40.05677358748231],[-75.17525781413185,40.056711210202785],[-75.17618979763083,40.05581939443166],[-75.17574388896887,40.05457530262843],[-75.17575724754518,40.054459380673386],[-75.17646177724663,40.053781544811464],[-75.17665351635829,40.0535942517965],[-75.17683189675185,40.05342481450647],[-75.176885419736,40.053366872266075],[-75.17719310974802,40.05308146469823]]]}"
000600000000000031fc,1119799,133239,101,S,42101039100,+39.9332720,-075.2132103,G5020,391,Census Tract 391,42,039100,18.45807163353034,"{""type"":""Polygon"",""coordinates"":[[[-75.22269820613815,39.93080845614644],[-75.22199815837091,39.93022432398444],[-75.22151204933247,39.92982746762217],[-75.22110188252192,39.92946632387463],[-75.22058906119987,39.92904711814587],[-75.22054890793132,39.92899809556286],[-75.21948319544555,39.928115184944055],[-75.2194341386635,39.928083955931],[-75.21930931534803,39.92801265855537],[-75.21767280298481,39.92733932085847],[-75.21676759886516,39.92695582543295],[-75.21673634799461,39.92694240602094],[-75.21491710916551,39.92621559754329],[-75.21480563747157,39.92616659090167],[-75.21340546785589,39.925582426322016],[-75.2133073504496,39.925537838311385],[-75.21242892090137,39.925230134307746],[-75.21130518985471,39.928396121980555],[-75.21125167865051,39.92852097584927],[-75.20870555694093,39.9315308305297],[-75.20747931508389,39.93352408803384],[-75.2074347064815,39.93351514468795],[-75.20683716367385,39.93408593549205],[-75.2065517918789,39.93444268530496],[-75.20631993247628,39.93475920970235],[-75.20620400264578,39.93497327878732],[-75.2061727496583,39.93506694700767],[-75.20610142871475,39.935280983323004],[-75.20607017570673,39.9353701250141],[-75.2060390117324,39.93548160106928],[-75.20564216023512,39.93688175375172],[-75.20557974306912,39.93710921351223],[-75.20546826470199,39.93835327288806],[-75.20543255955319,39.93876798913537],[-75.20528537589847,39.94044459010488],[-75.20526756782436,39.94060511891577],[-75.20525866378655,39.940676447090404],[-75.20518289040419,39.941117923445134],[-75.20528537589847,39.94113132359043],[-75.20587847264602,39.941184801384004],[-75.20607916873817,39.94120268383362],[-75.20685506060836,39.94126511483045],[-75.20710027511606,39.94128287605331],[-75.20783600536613,39.94128738379019],[-75.20821059161204,39.940984151502],[-75.20844690013367,39.94079242153776],[-75.20868320829739,39.94060513902846],[-75.2089285089704,39.940417873309],[-75.20917372021958,39.940235043485046],[-75.2093476116235,39.94011013779137],[-75.20942347202163,39.94005663768741],[-75.21019934726172,39.939521573017466],[-75.21027066633215,39.93946356928034],[-75.2106496985974,39.939200473842654],[-75.21094405564789,39.9389954089648],[-75.21119371557832,39.93881705823017],[-75.2117020269475,39.93846474275231],[-75.21194287104471,39.938299740330145],[-75.21271873375125,39.93776018272964],[-75.21296847987637,39.93758183349492],[-75.21314681884317,39.93745703088653],[-75.21335640916047,39.93730982282385],[-75.21373098214812,39.93705126236335],[-75.21423928524563,39.93669891797356],[-75.21430169894666,39.93665432574787],[-75.21568405362696,39.93569120041482],[-75.2170574036481,39.93473246427563],[-75.2172804327684,39.93458092346468],[-75.21829710318458,39.933871863486566],[-75.21854675133775,39.93369799727381],[-75.21880093975597,39.93351957936271],[-75.21930931534803,39.93316734217841],[-75.21956341348962,39.93298898505382],[-75.22032152093357,39.932458348208996],[-75.220580158037,39.93228441081507],[-75.22082980253082,39.932106082119525],[-75.22122670440064,39.93182964655146],[-75.2212891153025,39.93178949412699],[-75.22235036389819,39.931044781578386],[-75.22269820613815,39.93080845614644]]]}"
00060000000000003a94,351883,0,101,S,42101000101,+39.9505460,-075.1468375,G5020,1.01,Census Tract 1.01,42,000101,28.599139456591463,"{""type"":""Polygon"",""coordinates"":[[[-75.15153984453926,39.952947923714895],[-75.15173606760895,39.95207395288175],[-75.15195901163506,39.95104388582335],[-75.15199918249873,39.95093686955716],[-75.15202590368838,39.95085662267576],[-75.15221321910053,39.949969263756856],[-75.15233800684767,39.94942079212008],[-75.15076839958688,39.94922454148736],[-75.14918550491491,39.949032821960735],[-75.14758014790202,39.948841061279744],[-75.146839948373,39.94874297660685],[-75.14676860043679,39.9487340457882],[-75.14601948969252,39.94863149498303],[-75.14522574908284,39.948528939930085],[-75.14467731661198,39.948453117302634],[-75.14407980184973,39.94837732441228],[-75.14328159769141,39.94827478596663],[-75.1424655742857,39.94817221520848],[-75.14218917111987,39.948141028060306],[-75.1420509248171,39.94812320464374],[-75.14193494747731,39.94867610727303],[-75.14177443184784,39.949839916311554],[-75.14176552420545,39.94988453007857],[-75.14174770891918,39.949991546874585],[-75.14150239222249,39.95137827158239],[-75.14147121541815,39.951699384139964],[-75.1416629972054,39.95172611715579],[-75.1425949126293,39.951846514336765],[-75.14330386658226,39.95193571899248],[-75.14393710344525,39.952011505194314],[-75.14426258388691,39.952051627529116],[-75.14523020280632,39.95217651091102],[-75.14573409626745,39.95223892622735],[-75.14633160475654,39.952310263979825],[-75.14680431894573,39.95236822042892],[-75.14767830647124,39.95247970854831],[-75.14847203472333,39.95257779945305],[-75.14992569342004,39.95275619400239],[-75.15153984453926,39.952947923714895]]]}"
00060000000000003a88,444406,0,101,S,42101000102,+39.9547160,-075.1465255,G5020,1.02,Census Tract 1.02,42,000102,27.650565235903425,"{""type"":""Polygon"",""coordinates"":[[[-75.15166917543246,39.9549143554438],[-75.15112512988408,39.95484749287819],[-75.15132135347072,39.953951239793625],[-75.15142841680432,39.95345179122233],[-75.15153984453926,39.952947923714895],[-75.14992569342004,39.95275619400239],[-75.14847203472333,39.95257779945305],[-75.14767830647124,39.95247970854831],[-75.14680431894573,39.95236822042892],[-75.14633160475654,39.952310263979825],[-75.14573409626745,39.95223892622735],[-75.14523020280632,39.95217651091102],[-75.14426258388691,39.952051627529116],[-75.14393710344525,39.952011505194314],[-75.14330386658226,39.95193571899248],[-75.1425949126293,39.951846514336765],[-75.1416629972054,39.95172611715579],[-75.14147121541815,39.951699384139964],[-75.14145340009863,39.95216754016379],[-75.14148012307717,39.95256889800354],[-75.14154256575269,39.95335368904038],[-75.14157374254293,39.9536167649851],[-75.1415781963696,39.95368366936112],[-75.14158719309908,39.953763971440175],[-75.1416050084035,39.95408050535095],[-75.14160946222928,39.95412954440751],[-75.14160946222928,39.9541830621796],[-75.14161391605495,39.9542455189168],[-75.14161391605495,39.954361448253024],[-75.14162282370589,39.95501693347192],[-75.14162282370589,39.95528896492152],[-75.1416050084035,39.95548958763807],[-75.14159610075154,39.95565012394929],[-75.14158719309908,39.955752696572596],[-75.14171198926414,39.955873114053965],[-75.14191267839308,39.95602912738674],[-75.14217572061507,39.956185232733816],[-75.1423675015453,39.95627437481418],[-75.14243885147418,39.956310067279865],[-75.14283123096791,39.95643935905775],[-75.14319688680193,39.95654192853179],[-75.14425367638515,39.95678274037172],[-75.14444990853256,39.95683627149407],[-75.144619328919,39.956912062572414],[-75.14506078307663,39.9569967683787],[-75.14579208355015,39.95713058641931],[-75.14600612858864,39.9571707230594],[-75.1471877802335,39.95738916696792],[-75.14727248897746,39.957402525768195],[-75.14737510140125,39.957424892108776],[-75.14744644906278,39.95743374638052],[-75.14764258816048,39.95750067694503],[-75.14799487189387,39.9575630730005],[-75.14807958020378,39.95757643112625],[-75.14853892825815,39.95763892447401],[-75.14877969130472,39.95766115245551],[-75.14887776005392,39.95766567348624],[-75.1491319724946,39.95767455225301],[-75.14952433531947,39.95766121115018],[-75.15017090793006,39.95758981101334],[-75.15031360068748,39.95755859962708],[-75.15065251773588,39.95748284521551],[-75.15087991686026,39.95742036621929],[-75.15097798430138,39.95728664705783],[-75.15110286209891,39.95713948217657],[-75.15116975451603,39.956987892384156],[-75.15120101847222,39.95692097476678],[-75.1512232862435,39.95686300361788],[-75.15125000756487,39.95678721239179],[-75.15132135347072,39.956582072194344],[-75.15132135347072,39.95652855499596],[-75.1514818593729,39.955694754487645],[-75.15154875162898,39.95543612403086],[-75.15166917543246,39.9549143554438]]]}"
000600000000000039b7,216838,15884,101,S,42101000401,+39.9541871,-075.1758082,G5020,4.01,Census Tract 4.01,42,000401,29.849801521295074,"{""type"":""Polygon"",""coordinates"":[[[-75.1809075172934,39.95298356970205],[-75.18047498022563,39.95292562643346],[-75.18009151111646,39.952876602825214],[-75.1791818146205,39.952756199646814],[-75.1781473456989,39.95263134519945],[-75.17700137129624,39.95249310528112],[-75.17618979763083,39.95238607342788],[-75.17540493697878,39.952292408048464],[-75.17416979542821,39.952136386655056],[-75.17348752004753,39.95205162653902],[-75.17337165494787,39.952559963996194],[-75.173362749095,39.95260903035848],[-75.17329132413678,39.952934516691876],[-75.17317545889223,39.953572206778894],[-75.17306395743849,39.95420984481908],[-75.17300598021359,39.954553176863506],[-75.17299707433997,39.95459779406328],[-75.17298816846584,39.95463343972231],[-75.17294355002886,39.954883197802666],[-75.17290783745838,39.955070471803566],[-75.17278306604484,39.95560553177256],[-75.17462906723806,39.955841857310276],[-75.17575724754518,39.955971213341506],[-75.17623432608745,39.95603359907323],[-75.17678727940834,39.956104947343526],[-75.17737594234036,39.95617634406818],[-75.1774962572909,39.95563226132429],[-75.1775275160083,39.955489569037645],[-75.17757213314115,39.95549852513871],[-75.17790208579537,39.95557432609409],[-75.17822758496675,39.95565460677787],[-75.17853527234455,39.955766075215095],[-75.17883850634738,39.95588647088845],[-75.17886967574174,39.95589980913183],[-75.1791238396575,39.95598459740699],[-75.17949395287765,39.95610051369628],[-75.17965006630061,39.95614507826887],[-75.17972139930747,39.95616295746946],[-75.17976601581586,39.955993480005304],[-75.1798729707074,39.95550745927263],[-75.17989087072792,39.95543610119557],[-75.17992203991298,39.95534247039806],[-75.18022081850106,39.95447294766939],[-75.1809075172934,39.95298356970205]]]}"
00060000000000003a99,139616,0,101,S,42101000403,+39.9530146,-075.1662733,G5020,4.03,Census Tract 4.03,42,000403,27.543370793575242,"{""type"":""Polygon"",""coordinates"":[[[-75.16876539131185,39.951467500144915],[-75.16719576993187,39.95126235705914],[-75.16560832027696,39.9510706637821],[-75.16401194819451,39.95087441014544],[-75.16393615485194,39.95119993459744],[-75.16386926786471,39.95149425887011],[-75.16387817425613,39.95152103178171],[-75.16391834207516,39.951565606871505],[-75.16399413542634,39.95162356883837],[-75.1641947961431,39.95164137470138],[-75.1643597420885,39.95166817271861],[-75.16453368327853,39.951694916441646],[-75.16471653061986,39.9517216708926],[-75.1648948355183,39.95175734127031],[-75.16505541662977,39.95181086769779],[-75.16518028324857,39.95188220503546],[-75.16524271652077,39.951998158799114],[-75.16530069661293,39.952283533218825],[-75.16522481482899,39.952577831557775],[-75.16506432295395,39.95360787837699],[-75.16391834207516,39.953433995900255],[-75.16340105815685,39.9533670812605],[-75.16332081130825,39.9533537034302],[-75.1631914899965,39.9539155333522],[-75.16309343017059,39.954401612726336],[-75.16315141105598,39.954410477014],[-75.16321375607016,39.95442389758927],[-75.16484139750804,39.95462010473096],[-75.16636642211388,39.95481625141975],[-75.16798948874158,39.95500805827682],[-75.16810989995197,39.95446400310782],[-75.1682124097188,39.95400471671157],[-75.16844432557333,39.95297469424099],[-75.16857364256002,39.95233255407337],[-75.16864052754372,39.95203377911158],[-75.16867169896446,39.95188662549728],[-75.16876539131185,39.951467500144915]]]}"
00060000000000003a97,164084,0,101,S,42101000404,+39.9535379,-075.1707559,G5020,4.04,Census Tract 4.04,42,000404,29.467326207171773,"{""type"":""Polygon"",""coordinates"":[[[-75.17348752004753,39.95205162653902],[-75.17270718787759,39.95195354757834],[-75.17227471724722,39.9519000283355],[-75.17191794589168,39.95185545221081],[-75.17033499699856,39.95165927601049],[-75.16876539131185,39.951467500144915],[-75.16867169896446,39.95188662549728],[-75.16864052754372,39.95203377911158],[-75.16857364256002,39.95233255407337],[-75.16844432557333,39.95297469424099],[-75.1682124097188,39.95400471671157],[-75.16810989995197,39.95446400310782],[-75.16798948874158,39.95500805827682],[-75.16956800825506,39.95520423294298],[-75.17113315292588,39.95539595808332],[-75.17278306604484,39.95560553177256],[-75.17290783745838,39.955070471803566],[-75.17294355002886,39.954883197802666],[-75.17298816846584,39.95463343972231],[-75.17299707433997,39.95459779406328],[-75.17300598021359,39.954553176863506],[-75.17306395743849,39.95420984481908],[-75.17317545889223,39.953572206778894],[-75.17329132413678,39.952934516691876],[-75.173362749095,39.95260903035848],[-75.17337165494787,39.952559963996194],[-75.17348752004753,39.95205162653902]]]}"
00060000000000003a9a,140499,0,101,S,42101000701,+39.9507010,-075.1689153,G5020,7.01,Census Tract 7.01,42,000701,31.970077529467055,"{""type"":""Polygon"",""coordinates"":[[[-75.17348752004753,39.95205162653902],[-75.17357230367882,39.95165479638994],[-75.17365254528767,39.95128911869483],[-75.17370606935688,39.95103053602214],[-75.17372388102311,39.95097250637253],[-75.1738131174405,39.95053108125775],[-75.1727518063818,39.950397312108784],[-75.17224345748289,39.95033935031421],[-75.17066496487644,39.95012980522642],[-75.17000948144873,39.95004951314039],[-75.1690998155369,39.94994245148201],[-75.16751683822356,39.94974186223751],[-75.16673202325431,39.94965711414087],[-75.16593829808876,39.9495545582865],[-75.16433747617725,39.949344925301354],[-75.16426168299172,39.9497374037816],[-75.16425277662204,39.949773050687085],[-75.16417253020846,39.95011195740895],[-75.16401194819451,39.95087441014544],[-75.16560832027696,39.9510706637821],[-75.16719576993187,39.95126235705914],[-75.16876539131185,39.951467500144915],[-75.17033499699856,39.95165927601049],[-75.17191794589168,39.95185545221081],[-75.17227471724722,39.9519000283355],[-75.17270718787759,39.95195354757834],[-75.17348752004753,39.95205162653902]]]}"
